"tipo_o_rol_establecimiento";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"ciiu6";"region";"comuna";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_trazabilidad";"region_destinatario"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE LA PAZ";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE LA PAZ";4018149;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"San Pedro de la Paz";-73,00209537;"-36.83384376";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";525,982;"Declaración";2021;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CHIGUAYANTE";"ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE";1866116;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Chiguayante";-73,01328671;"-36.95455405";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";523,265;"Declaración";2021;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Viña del Mar";-71,55374101;"-33.02346101";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";516,916;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE CALDERA";"ILUSTRE MUNICIPALIDAD DE CALDERA";880198;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Atacama";"Caldera";-70,82267888;"-27.06832111";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de limpieza viaria";"Relleno sanitario";502,73;"Declaración";2021;5466270;"RELLENO SANITARIO CERRO MONTEVIDEO";"ILUSTRE MUNICIPALIDAD DE CALDERA";"Caldera";"Atacama"
"Generador Municipal";"MUNICIPALIDAD DE OVALLE";"ILUSTRE MUNICIPALIDAD DE OVALLE";879726;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Ovalle";-71,19698936;"-30.60430669";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";496,09;"Declaración";2021;NA;"CORPORACION DE AYUDA AL NINO QUEMADO";"CORPORACION DE AYUDA AL NINO QUEMADO";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE LANCO";"ILUSTRE MUNICIPALIDAD DE LANCO";1986194;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Lanco";-72,77961193;"-39.45102362";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";490,877;"Declaración";2021;4587637;"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA";"Valdivia";"Los Ríos"
"Generador Municipal";"I MUNICIPALIDAD DE CURICO";"ILUSTRE MUNICIPALIDAD DE CURICÓ";3023079;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Curicó";-71,23873401;"-34.98597112";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";472,882;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUENTE ALTO";"MUNICIPALIDAD DE PUENTE ALTO";5463019;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Puente Alto";-70,57950252;"-33.59291851";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";468,271;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE TALCA";"ILUSTRE MUNICIPALIDAD DE TALCA";3022588;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Talca";-71,66543284;"-35.42591381";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";466,77;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";-70,6436402;"-33.40158262";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";450,177;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LA SERENA";"ILUSTRE MUNICIPALIDAD DE LA SERENA";879933;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"La Serena";-71,25059803;"-29.90211211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";445,616;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SAN MIGUEL";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";253465;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Miguel";-70,6497074;"-33.48583178";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";440,244;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Independencia";-70,65445084;"-33.42111682";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";429,864;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";413,005;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE LIMACHE";"ILUSTRE MUNICIPALIDAD DE LIMACHE";3130791;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Limache";-71,2595877;"-33.00952416";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";412,69;"Declaración";2021;5452216;"RELLENO SANITARIO EL MOLLE";"GESTION INTEGRAL DE RESIDUOS SPA";"Valparaíso";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE COLINA";"ILUSTRE MUNICIPALIDAD DE COLINA";325222;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Colina";-70,68396301;"-33.20507242";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Pretratamiento de Vidrio";408,14;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";4055179;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Pedro";-71,45609365;"-33.89429119";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";408,08;"Declaración";2021;5473212;"VERTEDERO POPETA";"I MUNICIPALIDAD DE MELIPILLA";"Melipilla";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Compostaje";401,67;"Declaración";2021;5453558;"RECICLAJES INDUSTRIALES SA";"RECICLAJES INDUSTRIALES S A";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";396,924;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe";-70,72564888;"-32.75012854";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";387,082;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"MUNICIPALIDAD DE OVALLE";"ILUSTRE MUNICIPALIDAD DE OVALLE";879726;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Ovalle";-71,19698936;"-30.60430669";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";386,8116;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE LIMACHE";"ILUSTRE MUNICIPALIDAD DE LIMACHE";3130791;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Limache";-71,2595877;"-33.00952416";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";384,007;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
