"tipo_o_rol_declarante";"nombre_establecimiento";"razon_social";"id_establecimiento_vu";"rubro_retc";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";"I MUNICIPALIDAD DE SANTIAGO";5441724;"Municipio";"Metropolitana";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";1587,27;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PARRAL";"I MUNICIPALIDAD DE PARRAL";3770460;"Municipio";"Maule";"Linares";"Parral";19;338585;6266313;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";79,57;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LICANTÉN";"ILUSTRE MUNICIPALIDAD DE LICANTÉN";3023083;"Municipio";"Maule";"Curicó";"Licantén";19;227646;6124248;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,13;"Declaración";2018;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana"
"Municipio";"MUNICIPALIDAD DE PUENTE ALTO";"I MUNICIPALIDAD DE PUENTE ALTO";5463019;"Municipio";"Metropolitana";"Cordillera";"Puente Alto";19;353437;6281861;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje";"Valorización";591,2;"Declaración";2018;5462818;"RECUPAC SUCURSAL LA SERENA";"RECUPAC S A | RECUPAC SUCURSAL LA SERENA";"La Serena";"Coquimbo"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MALLOA";"I MUNICIPALIDAD DE MALLOA";3022587;"Municipio";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Malloa";19;321180;6187073;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";4148,84;"Declaración";2018;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PAIGUANO";"I MUNICIPALIDAD PAIHUANO";3741347;"Municipio";"Coquimbo";"Elqui";"Paiguano";19;353767;6676994;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Reciclaje de vidrio";"Valorización";8,1;"Declaración";2018;NA;"";"I. MUNICIPALIDAD DE PAIHUANO";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LONGAVÍ";"ILUSTRE MUNICIPALIDAD DE LONGAVÍ";3023089;"Municipio";"Maule";"Linares";"Longaví";19;258038;6016757;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Tejidos";"Relleno sanitario";"Eliminación";367;"Declaración";2018;NA;"";"STARCO S.A.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUINCHAO";"ILUSTRE MUNICIPALIDAD DE QUINCHAO";911614;"Municipio";"Los Lagos";"Chiloé";"Quinchao";18;629376;5289207;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";3,15;"Declaración";2018;NA;"";"Lorena Lopez Schencke E.I.R.L.";"";""
"Municipio";"MUNICIPALIDAD DE PROVIDENCIA";"I MUNICIPALIDAD DE PROVIDENCIA";4585273;"Municipio";"Metropolitana";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";91;"Declaración";2018;NA;"";"KDM Industrial";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";"I MUNICIPALIDAD DE SAN MIGUEL";253465;"Municipio";"Metropolitana";"Santiago";"San Miguel";19;346733;6293634;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";6,91;"Declaración";2018;NA;"";"RECICLAJES ADASME";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Municipio";"Metropolitana";"Santiago";"La Florida";19;351534;6289621;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";"Valorización";0,14;"Declaración";2018;NA;"";"RECYGREEN";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Municipio";"Valparaíso";"Valparaíso";"Casablanca";19;275743;6311509;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";0,117;"Declaración";2018;NA;"";"MUNICIPALIDAD DE CASABLANCA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";4085312;"Municipio";"Metropolitana";"Santiago";"San Joaquín";19;347481;6294384;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";13,204;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CERRO NAVIA";"ILUSTRE MUNICIPALIDAD DE CERRO NAVIA";8819;"Municipio";"Metropolitana";"Santiago";"Cerro Navia";19;339287;6299155;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de mercados";"Relleno sanitario";"Eliminación";3093;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GALVARINO";"ILUSTRE MUNICIPALIDAD DE GALVARINO";1965230;"Municipio";"Araucanía";"Cautín";"Galvarino";18;693649;5746490;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";144,707;"Declaración";2018;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Municipio";"Metropolitana";"Santiago";"Independencia";19;346178;6300803;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";13,121;"Declaración";2018;5459117;"SOREPA";"SOC RECUPERADORA DE PAPEL S A | SOREPA";"San Joaquín";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE RECOLETA";"I MUNICIPALIDAD DE RECOLETA";431431;"Municipio";"Metropolitana";"Santiago";"Recoleta";19;347149;6302985;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";"Eliminación";265;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUILICURA";"ILUSTRE MUNICIPALIDAD DE QUILICURA";4053448;"Municipio";"Metropolitana";"Santiago";"Quilicura";19;338945;6306496;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";103597,25;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Municipio";"Metropolitana";"Talagante";"El Monte";19;316705;6271812;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";5,4;"Declaración";2018;5468895;"RECIPET SA";"RECIPET S A | RECIPET SA";"Santiago";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LAJA";"ILUSTRE MUNICIPALIDAD DE LAJA";325228;"Municipio";"Biobío";"Biobío";"Laja";18;702202;5872579;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";3,5;"Declaración";2018;5469824;"RECUPERADORA MYF LTDA";"SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES             RECICLABLES MARIA Y FAMI | RECUPERADORA MYF LTDA";"Los Angeles";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE ANCUD";"I MUNICIPALIDAD DE ANCUD";911514;"Municipio";"Los Lagos";"Chiloé";"Ancud";18;597230;5364184;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";23219,49;"Declaración";2018;5464814;"VERTEDERO MUNICIPAL DE ANCUD";"I MUNICIPALIDAD DE ANCUD | VERTEDERO MUNICIPAL DE ANCUD";"Ancud";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"I MUNICIPALIDAD DE PADRE HURTADO";5441698;"Municipio";"Metropolitana";"Talagante";"Padre Hurtado";19;330842;6283316;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";82,875;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";"I MUNICIPALIDAD DE SANTIAGO";5441724;"Municipio";"Metropolitana";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";147,24;"Declaración";2018;5461522;"RECUPAC SUCURSAL CERRILLOS";"RECUPAC S A | RECUPAC SUCURSAL CERRILLOS";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE HUALQUI";"I MUNICIPALIDAD DE HUALQUI";325226;"Municipio";"Biobío";"Concepción";"Hualqui";18;683646;5906046;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";7481,37;"Declaración";2018;4589480;"CEMARC SA";"CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA | CEMARC SA";"Concepción";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Municipio";"Metropolitana";"Santiago";"Independencia";19;346178;6300803;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";49472;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN BERNARDO";"I MUNICIPALIDAD DE SAN BERNARDO";323796;"Municipio";"Metropolitana";"Maipo";"San Bernardo";19;342119;6281421;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";41;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUILACO";"ILUSTRE MUNICIPALIDAD DE QUILACO";4243225;"Municipio";"Biobío";"Biobío";"Quilaco";18;764458;5824981;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";847,43;"Declaración";2018;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";"I MUNICIPALIDAD DE SAN MIGUEL";253465;"Municipio";"Metropolitana";"Santiago";"San Miguel";19;346733;6293634;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";0,44;"Declaración";2018;5467277;"RECICLADOS INDUSTRIALES LA PINTANA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES LA PINTANA";"La Pintana";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LANCO";"I MUNICIPALIDAD DE LANCO";1986194;"Municipio";"Los Ríos";"Valdivia";"Lanco";18;691050;5630818;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";4348;"Declaración";2018;4587637;"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"Valdivia";"Los Ríos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FLORIDA";"ILUSTRE MUNICIPALIDAD DE FLORIDA";253472;"Municipio";"Biobío";"Concepción";"Florida";19;352227;6288693;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";2064;"Declaración";2018;NA;"";"Municipalidad de Florida";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE COINCO";"ILUSTRE MUNICIPALIDAD DE COINCO";3022123;"Municipio";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Coinco";19;320323;6206213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de limpieza viaria";"Relleno sanitario";"Eliminación";138,02;"Declaración";2018;NA;"";"MUNICIPALIDAD DE COINCO";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUINTERO";"ILUSTRE MUNICIPALIDAD DE QUINTERO";4055167;"Municipio";"Valparaíso";"Valparaíso";"Quintero";19;263301;6369659;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";4,78;"Declaración";2018;NA;"";"Ilustre Municipalidad de Quintero";"";""
