"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"rubro_retc";"ciiu6";"ciiu4";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Relleno sanitario";"Eliminación";458;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE PUTAENDO";"ILUSTRE MUNICIPALIDAD DE PUTAENDO";4054473;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"Putaendo";19;338984;6388834;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";346,44;"Declaración";2019;5460838;"SERVICIOS GEA LTDA";"SERVICIOS GEA LIMITADA | SERVICIOS GEA LTDA";"San Felipe";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FUTRONO";"ILUSTRE MUNICIPALIDAD DE FUTRONO";5441706;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Ranco";"Futrono";18;722356;5554432;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";3919;"Declaración";2019;4587637;"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"Valdivia";"Los Ríos"
"Municipio";"I MUNICIPALIDAD DE PANGUIPULLI";"ILUSTRE MUNICIPALIDAD DE PANGUIPULLI";911609;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Valdivia";"Panguipulli";18;728549;5608404;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";132,7;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD MELIPEUCO";"ILUSTRE MUNICIPALIDAD DE MELIPEUCO";5441035;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Cautín";"Melipeuco";19;266311;5696166;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";1,66;"Declaración";2019;5470713;"COMERCIAL MORCAS LIMITADA";"COMERCIAL MORCAS LIMITADA | COMERCIAL MORCAS LIMITADA";"Lautaro";"Araucanía"
"Municipio";"I MUNICIPALIDAD DE LA REINA";"MUNICIPALIDAD DE LA REINA";4053499;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"La Reina";19;357800;6297500;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Relleno sanitario";"Eliminación";702,72;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHILE CHICO";"ILUSTRE MUNICIPALIDAD DE CHILE CHICO";911202;"Otras actividades";"Actividades de otras asociaciones n.c.p.";"Actividades de otras asociaciones n.c.p.";"Aysén del Gral. Carlos Ibáñez del Campo";"General Carrera";"Chile Chico";19;291275;4842251;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2133;"Declaración";2019;4848;"LAGUNA VERDE";"CIA MINERA CERRO BAYO LIMITADA | LAGUNA VERDE";"Chile Chico";"Aysén del Gral. Carlos Ibáñez del Campo"
"Municipio";"I MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";219,445;"Declaración";2019;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"I MUNICIPALIDAD DE HUALQUI";"ILUSTRE MUNICIPALIDAD DE HUALQUI";325226;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Hualqui";18;683646;5906046;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";5,52;"Declaración";2019;5467893;"RECICLAJES CARRILLO Y CONTRERAS LTDA";"RECICLAJES CARRILLO Y CONTRERAS LIMITADA | RECICLAJES CARRILLO Y CONTRERAS LTDA";"Concepción";"Biobío"
"Municipio";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Recoleta";19;347149;6302985;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";"Eliminación";679;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";"Eliminación";1808,83;"Declaración";2019;5452216;"RELLENO SANITARIO EL MOLLE";"GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE";"Valparaíso";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE MAIPU";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";4053444;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Maipú";19;336480;6290708;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";"Eliminación";7901,12;"Declaración";2019;78709;"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A. | RELLENO SANITARIO SANTIAGO PONIENTE";"Maipú";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE NANCAGUA";"MUNICIPALIDAD DE NANCAGUA";5478404;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Colchagua";"Nancagua";19;297948;6163267;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";95,8;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Compostaje";"Valorización";1364,9;"Declaración";2019;5453558;"RECICLAJES INDUSTRIALES SA";"RECICLAJES INDUSTRIALES S A | RECICLAJES INDUSTRIALES SA";"Pudahuel";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE O HIGGINS";"ILUSTRE MUNICIPALIDAD DE O´HIGGINS";4085304;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibáñez del Campo";"Capitán Prat";"OHiggins";18;680470;4628756;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";82,43;"Declaración";2019;5475347;"RELLENO SANITARIO";"I MUNICIPALIDAD DE O HIGGINS | RELLENO SANITARIO";"OHiggins";"Aysén del Gral. Carlos Ibáñez del Campo"
"Municipio";"I MUNICIPALIDAD LO BARNECHEA";"ILUSTRE MUNICIPALIDAD DE LO BARNECHEA";8825;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Lo Barnechea";19;361038;6307360;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";8,13;"Declaración";2019;5475949;"AMÉRICA 538";"CARLOS FUENTES POZO | AMÉRICA 538";"San Miguel";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO";"ILUSTRE MUNICIPALIDAD DE CHILLÁN VIEJO";2918987;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Ñuble";"Diguillín";"Chillán Viejo";18;756315;5943332;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";9495,39;"Declaración";2019;244575;"ECOBIO";"ECOBIO SA | ECOBIO";"Chillán Viejo";"Ñuble"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CURARREHUE";"ILUSTRE MUNICIPALIDAD DE CURARREHUE";4085538;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Cautín";"Curarrehue";19;277139;5640240;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";1292;"Declaración";2019;5465242;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE PUCON | VERTEDERO MUNICIPAL";"Pucón";"Araucanía"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GRANEROS";"ILUSTRE MUNICIPALIDAD DE GRANEROS";5438317;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Graneros";19;340752;6229432;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";4,075;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE DALCAHUE";"ILUSTRE MUNICIPALIDAD DE DALCAHUE";911516;"Otras actividades";"Otras actividades de servicios personales n.c.p.";"Otras actividades de servicios personales n.c.p.";"Los Lagos";"Chiloé";"Dalcahue";18;611290;5307082;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";6981;"Declaración";2019;5463787;"VERTEDERO MUNICIPAL DALCAHUE";"I MUNICIPALIDAD DE DALCAHUE | VERTEDERO MUNICIPAL DALCAHUE";"Dalcahue";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE COLINA";"ILUSTRE MUNICIPALIDAD DE COLINA";325222;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Chacabuco";"Colina";19;343047;6324715;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";153;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE PUENTE ALTO";"MUNICIPALIDAD DE PUENTE ALTO";5463019;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Cordillera";"Puente Alto";19;353437;6281861;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";1268;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE CISNES";"ILUSTRE MUNICIPALIDAD DE CISNES";911200;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibáñez del Campo";"Aisén";"Cisnes";18;683604;5044695;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Otros residuos no biodegradables";"Vertedero";"Eliminación";825;"Declaración";2019;5465111;"VERTEDERO LA JUNTA";"I MUNICIPALIDAD DE CISNES | VERTEDERO LA JUNTA";"Cisnes";"Aysén del Gral. Carlos Ibáñez del Campo"
